   2.0000000e+00	   2.4976000e+00	   2.2070000e+00	
   2.0005000e+00	   2.4976000e+00	   2.2070000e+00	
   2.0010000e+00	   2.4976000e+00	   2.2095000e+00	
   2.0015000e+00	   2.4976000e+00	   2.2095000e+00	
   2.0020000e+00	   2.4976000e+00	   2.2021000e+00	
   2.0025000e+00	   2.4976000e+00	   2.1997000e+00	
   2.0030000e+00	   2.4976000e+00	   2.1997000e+00	
   2.0035000e+00	   2.4976000e+00	   2.2021000e+00	
   2.0040000e+00	   2.4976000e+00	   2.1973000e+00	
   2.0045000e+00	   2.4976000e+00	   2.1899000e+00	
   2.0050000e+00	   2.4976000e+00	   2.1899000e+00	
   2.0055000e+00	   2.4976000e+00	   2.1899000e+00	
   2.0060000e+00	   2.4976000e+00	   2.1924000e+00	
   2.0065000e+00	   2.4976000e+00	   2.1875000e+00	
   2.0070000e+00	   2.4976000e+00	   2.1875000e+00	
   2.0075000e+00	   2.4976000e+00	   2.1875000e+00	
   2.0080000e+00	   2.4976000e+00	   2.1899000e+00	
   2.0085000e+00	   2.4976000e+00	   2.1899000e+00	
   2.0090000e+00	   2.4976000e+00	   2.1826000e+00	
   2.0095000e+00	   2.4976000e+00	   2.1826000e+00	
   2.0100000e+00	   2.4976000e+00	   2.1875000e+00	
   2.0105000e+00	   2.4976000e+00	   2.1899000e+00	
   2.0110000e+00	   2.4976000e+00	   2.1924000e+00	
   2.0115000e+00	   2.4976000e+00	   2.1924000e+00	
   2.0120000e+00	   2.4976000e+00	   2.1948000e+00	
   2.0125000e+00	   2.4976000e+00	   2.1973000e+00	
   2.0130000e+00	   2.4976000e+00	   2.1997000e+00	
   2.0135000e+00	   2.4976000e+00	   2.1948000e+00	
   2.0140000e+00	   2.4976000e+00	   2.1948000e+00	
   2.0145000e+00	   2.4976000e+00	   2.1997000e+00	
   2.0150000e+00	   2.4976000e+00	   2.2021000e+00	
   2.0155000e+00	   2.4976000e+00	   2.2046000e+00	
   2.0160000e+00	   2.4976000e+00	   2.2046000e+00	
   2.0165000e+00	   2.4976000e+00	   2.2070000e+00	
   2.0170000e+00	   2.4976000e+00	   2.2095000e+00	
   2.0175000e+00	   2.4976000e+00	   2.2144000e+00	
   2.0180000e+00	   2.4976000e+00	   2.2070000e+00	
   2.0185000e+00	   2.4976000e+00	   2.2070000e+00	
   2.0190000e+00	   2.4976000e+00	   2.2119000e+00	
   2.0195000e+00	   2.4976000e+00	   2.2144000e+00	
   2.0200000e+00	   2.4976000e+00	   2.2144000e+00	
   2.0205000e+00	   2.4976000e+00	   2.2119000e+00	
   2.0210000e+00	   2.4976000e+00	   2.2095000e+00	
   2.0215000e+00	   2.4976000e+00	   2.2070000e+00	
   2.0220000e+00	   2.4976000e+00	   2.2095000e+00	
   2.0225000e+00	   2.4976000e+00	   2.2021000e+00	
   2.0230000e+00	   2.4976000e+00	   2.1948000e+00	
   2.0235000e+00	   2.4976000e+00	   2.1948000e+00	
   2.0240000e+00	   2.4976000e+00	   2.1948000e+00	
   2.0245000e+00	   2.4976000e+00	   2.1948000e+00	
   2.0250000e+00	   2.4976000e+00	   2.1924000e+00	
